;Unnamed: 0;Unnamed: 0.1;codigo_ibge;codigo;municipio;uf;codigo_uf;capital;latitude;longitude;UTI adulto I;UTI adulto II;UTI adulto III;UTI coronariana tipo II -UCO tipo II;UTI coronariana tipo III - UCO tipo III;UTI de Queimados;UTI pediátrica I;UTI pediátrica II;UTI pediátrica III;Unidade isolamento;Total
565;565;565;3137205.0;313720;Lagoa da Prata;MG;31;0.0;-20.0237;-45.5401;0;10;0;0;0;0;0;0;0;0;10
1026;1026;1026;4207007.0;420700;Içara;SC;42;0.0;-28.7132;-49.3087;0;10;0;0;0;0;0;0;0;0;10
216;216;216;2203909.0;220390;Floriano;PI;22;0.0;-6.77182;-43.0241;0;10;0;0;0;0;0;0;0;0;10
570;570;570;3138401.0;313840;Leopoldina;MG;31;0.0;-21.5296;-42.6421;0;7;0;0;0;0;0;1;0;2;10
555;555;555;3133808.0;313380;Itaúna;MG;31;0.0;-20.0818;-44.5801;0;10;0;0;0;0;0;0;0;0;10
300;300;300;2508901.0;250890;Mamanguape;PB;25;0.0;-6.8337;-35.1213;0;10;0;0;0;0;0;0;0;0;10
587;587;587;3145604.0;314560;Oliveira;MG;31;0.0;-20.6982;-44.82899999999999;0;10;0;0;0;0;0;0;0;0;10
1037;1037;1037;4208500.0;420850;Ituporanga;SC;42;0.0;-27.4101;-49.5963;0;10;0;0;0;0;0;0;0;0;10
590;590;590;3147105.0;314710;Pará de Minas;MG;31;0.0;-19.8534;-44.6114;0;10;0;0;0;0;0;0;0;0;10
1308;1308;1308;5208905.0;520890;Goiás;GO;52;0.0;-15.9333;-50.14;0;10;0;0;0;0;0;0;0;0;10
1040;1040;1040;4209003.0;420900;Joaçaba;SC;42;0.0;-27.1721;-51.5108;0;10;0;0;0;0;0;0;0;0;10
1247;1247;1247;5103205.0;510320;Colíder;MT;51;0.0;-10.8135;-55.46100000000001;0;8;0;0;0;0;0;2;0;0;10
598;598;598;3151206.0;315120;Pirapora;MG;31;0.0;-17.3392;-44.934;0;10;0;0;0;0;0;0;0;0;10
599;599;599;3151503.0;315150;Piumhi;MG;31;0.0;-20.4762;-45.9589;0;10;0;0;0;0;0;0;0;0;10
332;332;332;2609907.0;260990;Ouricuri;PE;26;0.0;-7.87918;-40.08;0;10;0;0;0;0;0;0;0;0;10
1004;1004;1004;4201406.0;420140;Araranguá;SC;42;0.0;-28.9356;-49.4918;0;10;0;0;0;0;0;0;0;0;10
611;611;611;3159902.0;315990;Santo Antônio do Amparo;MG;31;0.0;-20.943;-44.9176;0;10;0;0;0;0;0;0;0;0;10
821;821;821;3530508.0;353050;Mococa;SP;35;0.0;-21.4647;-47.0024;0;10;0;0;0;0;0;0;0;0;10
618;618;618;3163706.0;316370;São Lourenço;MG;31;0.0;-22.1166;-45.0506;0;10;0;0;0;0;0;0;0;0;10
913;913;913;4104907.0;410490;Castro;PR;41;0.0;-24.7891;-50.0108;0;10;0;0;0;0;0;0;0;0;10
794;794;794;3523107.0;352310;Itaquaquecetuba;SP;35;0.0;-23.4835;-46.3457;0;10;0;0;0;0;0;0;0;0;10
781;781;781;3519600.0;351960;Ibitinga;SP;35;0.0;-21.7562;-48.8319;10;0;0;0;0;0;0;0;0;0;10
622;622;622;3168002.0;316800;Taiobeiras;MG;31;0.0;-15.8106;-42.2259;0;10;0;0;0;0;0;0;0;0;10
819;819;819;3530102.0;353010;Mirandópolis;SP;35;0.0;-21.1313;-51.1035;0;10;0;0;0;0;0;0;0;0;10
458;458;458;2925303.0;292530;Porto Seguro;BA;29;0.0;-16.4435;-39.0643;0;10;0;0;0;0;0;0;0;0;10
1196;1196;1196;4321402.0;432140;Tenente Portela;RS;43;0.0;-27.3711;-53.7585;0;10;0;0;0;0;0;0;0;0;10
283;283;283;2403251.0;240325;Parnamirim;RN;24;0.0;-5.91116;-35.271;0;10;0;0;0;0;0;0;0;0;10
839;839;839;3540606.0;354060;Porto Feliz;SP;35;0.0;-23.2093;-47.5251;0;10;0;0;0;0;0;0;0;0;10
711;711;711;3304524.0;330452;Rio das Ostras;RJ;33;0.0;-22.5174;-41.9475;10;0;0;0;0;0;0;0;0;0;10
838;838;838;3539301.0;353930;Pirassununga;SP;35;0.0;-21.996;-47.4257;0;10;0;0;0;0;0;0;0;0;10
713;713;713;3304706.0;330470;Santo Antônio de Pádua;RJ;33;0.0;-21.541;-42.1832;8;0;0;0;0;0;0;0;0;2;10
714;714;714;3304805.0;330480;São Fidélis;RJ;33;0.0;-21.6551;-41.756;0;10;0;0;0;0;0;0;0;0;10
1171;1171;1171;4316600.0;431660;Sananduva;RS;43;0.0;-27.947;-51.8079;0;10;0;0;0;0;0;0;0;0;10
723;723;723;3306008.0;330600;Três Rios;RJ;33;0.0;-22.1165;-43.2185;0;10;0;0;0;0;0;0;0;0;10
766;766;766;3513405.0;351340;Cruzeiro;SP;35;0.0;-22.5728;-44.968999999999994;0;10;0;0;0;0;0;0;0;0;10
1133;1133;1133;4309209.0;430920;Gravataí;RS;43;0.0;-29.9413;-50.9869;0;10;0;0;0;0;0;0;0;0;10
730;730;730;3501707.0;350170;Américo Brasiliense;SP;35;0.0;-21.7288;-48.1147;0;10;0;0;0;0;0;0;0;0;10
731;731;731;3501905.0;350190;Amparo;SP;35;0.0;-22.7088;-46.772;0;9;0;0;0;0;0;0;0;1;10
1101;1101;1101;4303004.0;430300;Cachoeira do Sul;RS;43;0.0;-30.033;-52.8928;0;10;0;0;0;0;0;0;0;0;10
732;732;732;3502101.0;350210;Andradina;SP;35;0.0;-20.8948;-51.3786;0;10;0;0;0;0;0;0;0;0;10
831;831;831;3535507.0;353550;Paraguaçu Paulista;SP;35;0.0;-22.4114;-50.5732;0;10;0;0;0;0;0;0;0;0;10
1132;1132;1132;4309100.0;430910;Gramado;RS;43;0.0;-29.3734;-50.8762;0;10;0;0;0;0;0;0;0;0;10
1106;1106;1106;4303905.0;430390;Campo Bom;RS;43;0.0;-29.6747;-51.0606;0;10;0;0;0;0;0;0;0;0;10
1127;1127;1127;4307906.0;430790;Farroupilha;RS;43;0.0;-29.2227;-51.3419;0;10;0;0;0;0;0;0;0;0;10
1109;1109;1109;4304507.0;430450;Canguçu;RS;43;0.0;-31.396;-52.6783;0;10;0;0;0;0;0;0;0;0;10
1126;1126;1126;4307807.0;430780;Estrela;RS;43;0.0;-29.5002;-51.9495;0;10;0;0;0;0;0;0;0;0;10
385;385;385;2904605.0;290460;Brumado;BA;29;0.0;-14.2021;-41.6696;0;10;0;0;0;0;0;0;0;0;10
1111;1111;1111;4304630.0;430463;Capão da Canoa;RS;43;0.0;-29.7642;-50.0282;0;10;0;0;0;0;0;0;0;0;10
367;367;367;2803500.0;280350;Lagarto;SE;28;0.0;-10.9136;-37.6689;0;10;0;0;0;0;0;0;0;0;10
1122;1122;1122;4306601.0;430660;Dom Pedrito;RS;43;0.0;-30.9756;-54.6694;10;0;0;0;0;0;0;0;0;0;10
276;276;276;2403103.0;240310;Currais Novos;RN;24;0.0;-6.25484;-36.5146;0;10;0;0;0;0;0;0;0;0;10
758;758;758;3510401.0;351040;Capivari;SP;35;0.0;-22.9951;-47.5071;0;10;0;0;0;0;0;0;0;0;10
709;709;709;3304300.0;330430;Rio Bonito;RJ;33;0.0;-22.7181;-42.6276;0;10;0;0;0;0;0;0;0;0;10
544;544;544;3128709.0;312870;Guaxupé;MG;31;0.0;-21.305;-46.7081;0;10;0;0;0;0;0;0;0;0;10
431;431;431;2917508.0;291750;Jacobina;BA;29;0.0;-11.1812;-40.5117;0;3;0;0;0;0;0;0;0;7;10
770;770;770;3515509.0;351550;Fernandópolis;SP;35;0.0;-20.2806;-50.2471;0;10;0;0;0;0;0;0;0;0;10
843;843;843;3541505.0;354150;Presidente Venceslau;SP;35;0.0;-21.8732;-51.8447;0;10;0;0;0;0;0;0;0;0;10
1180;1180;1180;4318309.0;431830;São Gabriel;RS;43;0.0;-30.3337;-54.3217;0;10;0;0;0;0;0;0;0;0;10
1177;1177;1177;4317400.0;431740;Santiago;RS;43;0.0;-29.1897;-54.8666;0;10;0;0;0;0;0;0;0;0;10
1186;1186;1186;4320008.0;432000;Sapucaia do Sul;RS;43;0.0;-29.8276;-51.145;0;10;0;0;0;0;0;0;0;0;10
769;769;769;3514403.0;351440;Dracena;SP;35;0.0;-21.4843;-51.535;0;10;0;0;0;0;0;0;0;0;10
1194;1194;1194;4321204.0;432120;Taquara;RS;43;0.0;-29.6505;-50.7753;0;10;0;0;0;0;0;0;0;0;10
959;959;959;4117602.0;411760;Palmas;PR;41;0.0;-26.4839;-51.9888;0;10;0;0;0;0;0;0;0;0;10
832;832;832;3536208.0;353620;Pariquera-Açu;SP;35;0.0;-24.7147;-47.8742;0;9;0;0;0;0;0;0;0;0;9
297;297;297;2506301.0;250630;Guarabira;PB;25;0.0;-6.850639999999999;-35.485;0;6;0;0;0;0;0;0;0;3;9
950;950;950;4115804.0;411580;Medianeira;PR;41;0.0;-25.2977;-54.0943;0;8;0;0;0;0;0;0;0;1;9
747;747;747;3506102.0;350610;Bebedouro;SP;35;0.0;-20.9491;-48.4791;0;6;0;0;0;0;0;0;0;3;9
792;792;792;3522703.0;352270;Itápolis;SP;35;0.0;-21.5942;-48.8149;0;9;0;0;0;0;0;0;0;0;9
355;355;355;2706307.0;270630;Palmeira dos Índios;AL;27;0.0;-9.40568;-36.6328;0;8;0;0;0;0;0;0;0;1;9
1179;1179;1179;4318002.0;431800;São Borja;RS;43;0.0;-28.6578;-56.0036;0;9;0;0;0;0;0;0;0;0;9
733;733;733;3502507.0;350250;Aparecida;SP;35;0.0;-22.8495;-45.2325;0;9;0;0;0;0;0;0;0;0;9
13;13;13;1200203.0;120020;Cruzeiro do Sul;AC;12;0.0;-7.6276199999999985;-72.6756;0;7;0;0;0;0;0;1;0;1;9
700;700;700;3303708.0;330370;Paraíba do Sul;RJ;33;0.0;-22.1585;-43.303999999999995;0;7;0;0;0;0;0;0;0;2;9
1185;1185;1185;4319901.0;431990;Sapiranga;RS;43;0.0;-29.6349;-51.0064;0;7;0;0;0;0;0;0;0;2;9
759;759;759;3510500.0;351050;Caraguatatuba;SP;35;0.0;-23.6125;-45.4125;0;6;0;0;0;0;0;0;0;2;8
588;588;588;3145901.0;314590;Ouro Branco;MG;31;0.0;-20.5263;-43.6962;0;8;0;0;0;0;0;0;0;0;8
1028;1028;1028;4207502.0;420750;Indaial;SC;42;0.0;-26.8992;-49.2354;0;0;0;0;0;0;0;0;0;8;8
808;808;808;3526704.0;352670;Leme;SP;35;0.0;-22.1809;-47.3841;0;8;0;0;0;0;0;0;0;0;8
872;872;872;3550704.0;355070;São Sebastião;SP;35;0.0;-23.7951;-45.4143;0;8;0;0;0;0;0;0;0;0;8
1094;1094;1094;4300406.0;430040;Alegrete;RS;43;0.0;-29.7902;-55.7949;0;8;0;0;0;0;0;0;0;0;8
12;12;12;1200104.0;120010;Brasiléia;AC;12;0.0;-10.995;-68.7497;0;0;0;0;0;0;0;0;0;8;8
1125;1125;1125;4307708.0;430770;Esteio;RS;43;0.0;-29.851999999999997;-51.1841;0;8;0;0;0;0;0;0;0;0;8
245;245;245;2305506.0;230550;Iguatu;CE;23;0.0;-6.36281;-39.2892;6;0;0;0;0;0;0;0;0;2;8
865;865;865;3549409.0;354940;São Joaquim da Barra;SP;35;0.0;-20.5812;-47.8593;0;8;0;0;0;0;0;0;0;0;8
1061;1061;1061;4213609.0;421360;Porto União;SC;42;0.0;-26.2451;-51.0759;0;8;0;0;0;0;0;0;0;0;8
707;707;707;3304151.0;330415;Quissamã;RJ;33;0.0;-22.1031;-41.4693;0;6;0;0;0;0;0;0;0;2;8
493;493;493;3101508.0;310150;Além Paraíba;MG;31;0.0;-21.8797;-42.7176;0;5;0;0;0;0;0;0;0;3;8
834;834;834;3537305.0;353730;Penápolis;SP;35;0.0;-21.4148;-50.0769;8;0;0;0;0;0;0;0;0;0;8
844;844;844;3541604.0;354160;Promissão;SP;35;0.0;-21.5356;-49.8599;0;8;0;0;0;0;0;0;0;0;8
624;624;624;3168705.0;316870;Timóteo;MG;31;0.0;-19.5811;-42.6471;0;8;0;0;0;0;0;0;0;0;8
745;745;745;3505906.0;350590;Batatais;SP;35;0.0;-20.8929;-47.5921;0;8;0;0;0;0;0;0;0;0;8
782;782;782;3520442.0;352044;Ilha Solteira;SP;35;0.0;-20.4326;-51.3426;4;0;0;0;0;0;0;0;0;4;8
1170;1170;1170;4316402.0;431640;Rosário do Sul;RS;43;0.0;-30.2515;-54.9221;0;8;0;0;0;0;0;0;0;0;8
827;827;827;3533908.0;353390;Olímpia;SP;35;0.0;-20.7366;-48.9106;0;7;0;0;0;0;0;0;0;0;7
1347;1347;1347;5221601.0;522160;Uruaçu;GO;52;0.0;-14.5238;-49.1396;0;0;0;0;0;0;0;0;0;7;7
1112;1112;1112;4304705.0;430470;Carazinho;RS;43;0.0;-28.2958;-52.7933;0;7;0;0;0;0;0;0;0;0;7
856;856;856;3546603.0;354660;Santa Fé do Sul;SP;35;0.0;-20.2083;-50.931999999999995;0;7;0;0;0;0;0;0;0;0;7
855;855;855;3546405.0;354640;Santa Cruz do Rio Pardo;SP;35;0.0;-22.8988;-49.6354;0;7;0;0;0;0;0;0;0;0;7
1197;1197;1197;4321501.0;432150;Torres;RS;43;0.0;-29.3334;-49.7333;0;5;0;0;0;0;0;0;0;2;7
227;227;227;2210607.0;221060;São Raimundo Nonato;PI;22;0.0;-9.012410000000001;-42.6987;0;0;0;0;0;0;0;0;0;7;7
1199;1199;1199;4321808.0;432180;Três de Maio;RS;43;0.0;-27.78;-54.2357;0;6;0;0;0;0;0;0;0;1;7
705;705;705;3304110.0;330411;Porto Real;RJ;33;0.0;-22.4175;-44.2952;0;6;0;0;0;0;0;0;0;1;7
866;866;866;3549706.0;354970;São José do Rio Pardo;SP;35;0.0;-21.5953;-46.8873;0;7;0;0;0;0;0;0;0;0;7
86;86;86;1503606.0;150360;Itaituba;PA;15;0.0;-4.2667;-55.9926;0;0;0;0;0;0;0;0;0;7;7
857;857;857;3546801.0;354680;Santa Isabel;SP;35;0.0;-23.3172;-46.2237;0;7;0;0;0;0;0;0;0;0;7
780;780;780;3519071.0;351907;Hortolândia;SP;35;0.0;-22.8529;-47.2143;0;6;0;0;0;0;0;0;0;1;7
360;360;360;2708600.0;270860;São Miguel dos Campos;AL;27;0.0;-9.78301;-36.0971;0;7;0;0;0;0;0;0;0;0;7
461;461;461;2926608.0;292660;Ribeira do Pombal;BA;29;0.0;-10.8373;-38.5382;0;7;0;0;0;0;0;0;0;0;7
764;764;764;3512803.0;351280;Cosmópolis;SP;35;0.0;-22.6419;-47.1926;0;7;0;0;0;0;0;0;0;0;7
306;306;306;2512101.0;251210;Pombal;PB;25;0.0;-6.76606;-37.8003;0;6;0;0;0;0;0;0;0;0;6
679;679;679;3300902.0;330090;Cambuci;RJ;33;0.0;-21.5691;-41.9187;0;4;0;0;0;0;0;0;0;2;6
833;833;833;3536505.0;353650;Paulínia;SP;35;0.0;-22.7542;-47.1488;0;6;0;0;0;0;0;0;0;0;6
826;826;826;3533502.0;353350;Novo Horizonte;SP;35;0.0;-21.4651;-49.2234;6;0;0;0;0;0;0;0;0;0;6
652;652;652;3202702.0;320270;Itaguaçu;ES;32;0.0;-19.8018;-40.8601;0;0;0;0;0;0;0;0;0;6;6
315;315;315;2601409.0;260140;Barreiros;PE;26;0.0;-8.81605;-35.1832;4;0;0;0;0;0;0;0;0;2;6
135;135;135;1600600.0;160060;Santana;ap;16;0.0;-0.045433999999999995;-51.1729;6;0;0;0;0;0;0;0;0;0;6
459;459;459;2926301.0;292630;Riachão do Jacuípe;BA;29;0.0;-11.8067;-39.3818;0;0;0;0;0;0;0;0;0;6;6
752;752;752;3508504.0;350850;Caçapava;SP;35;0.0;-23.0992;-45.7076;0;5;0;0;0;0;0;0;0;1;6
840;840;840;3540705.0;354070;Porto Ferreira;SP;35;0.0;-21.8498;-47.486999999999995;0;6;0;0;0;0;0;0;0;0;6
612;612;612;3160702.0;316070;Santos Dumont;MG;31;0.0;-21.4634;-43.5499;0;6;0;0;0;0;0;0;0;0;6
871;871;871;3550605.0;355060;São Roque;SP;35;0.0;-23.5226;-47.1357;0;5;0;0;0;0;0;0;0;0;5
728;728;728;3500105.0;350010;Adamantina;SP;35;0.0;-21.682;-51.0737;0;5;0;0;0;0;0;0;0;0;5
1312;1312;1312;5210000.0;521000;Inhumas;GO;52;0.0;-16.3611;-49.5001;0;0;0;0;0;0;0;0;0;5;5
1320;1320;1320;5212501.0;521250;Luziânia;GO;52;0.0;-16.253;-47.95;0;5;0;0;0;0;0;0;0;0;5
688;688;688;3302106.0;330210;Itaocara;RJ;33;0.0;-21.6748;-42.0758;4;0;0;0;0;0;0;0;0;1;5
809;809;809;3526803.0;352680;Lençóis Paulista;SP;35;0.0;-22.6027;-48.8037;5;0;0;0;0;0;0;0;0;0;5
674;674;674;3300456.0;330045;Belford Roxo;RJ;33;0.0;-22.764;-43.3992;0;0;0;0;0;0;0;0;0;5;5
464;464;464;2927903.0;292790;Santa Inês;BA;29;0.0;-13.2793;-39.814;0;0;0;0;0;0;0;0;0;5;5
304;304;304;2511202.0;251120;Pedras de Fogo;PB;25;0.0;-7.39107;-35.1065;0;0;0;0;0;0;0;0;0;5;5
159;159;159;2101608.0;210160;Barra do Corda;MA;21;0.0;-5.49682;-45.2485;0;0;0;0;0;0;0;0;0;5;5
132;132;132;1600204.0;160020;Calçoene;ap;16;0.0;2.50475;-50.9512;0;0;0;0;0;0;0;0;0;5;5
192;192;192;2109007.0;210900;Porto Franco;MA;21;0.0;-6.34149;-47.3962;0;0;0;0;0;0;0;0;0;4;4
615;615;615;3162203.0;316220;São João Batista do Glória;MG;31;0.0;-20.635;-46.508;0;0;0;0;0;0;0;0;0;4;4
379;379;379;2903003.0;290300;Barra do Mendes;BA;29;0.0;-11.81;-42.059;0;0;0;0;0;0;0;0;0;4;4
87;87;87;1503804.0;150380;Jacundá;PA;15;0.0;-4.4461699999999995;-49.1153;0;0;0;0;0;0;0;0;0;4;4
470;470;470;2928802.0;292880;Santo Estêvão;BA;29;0.0;-12.427999999999999;-39.2505;0;0;0;0;0;0;0;0;0;4;4
429;429;429;2917201.0;291720;Ituaçu;BA;29;0.0;-13.8107;-41.3003;0;0;0;0;0;0;0;0;0;4;4
185;185;185;2107357.0;210735;Nova Olinda do Maranhão;MA;21;0.0;-2.84227;-45.6953;0;0;0;0;0;0;0;0;0;4;4
21;21;21;1300607.0;130060;Benjamin Constant;AM;13;0.0;-4.377680000000002;-70.0342;0;0;0;0;0;0;0;0;0;4;4
398;398;398;2908507.0;290850;Conceição do Jacuípe;BA;29;0.0;-12.3268;-38.7684;0;0;0;0;0;0;0;0;0;4;4
813;813;813;3527306.0;352730;Louveira;SP;35;0.0;-23.0856;-46.9484;4;0;0;0;0;0;0;0;0;0;4
479;479;479;2930709.0;293070;Simões Filho;BA;29;0.0;-12.7866;-38.4029;0;0;0;0;0;0;0;0;0;4;4
198;198;198;2110005.0;211000;Santa Luzia;MA;21;0.0;-4.06873;-45.69;0;0;0;0;0;0;0;0;0;4;4
272;272;272;2314003.0;231400;Várzea Alegre;CE;23;0.0;-6.78264;-39.2942;0;0;0;0;0;0;0;0;0;4;4
392;392;392;2906006.0;290600;Campo Formoso;BA;29;0.0;-10.5105;-40.32;0;0;0;0;0;0;0;0;0;4;4
1128;1128;1128;4308003.0;430800;Faxinal do Soturno;RS;43;0.0;-29.5788;-53.4484;0;0;0;0;0;0;0;0;0;4;4
417;417;417;2914000.0;291400;Ipirá;BA;29;0.0;-12.1561;-39.7359;0;0;0;0;0;0;0;0;0;4;4
196;196;196;2109809.0;210980;Santa Helena;MA;21;0.0;-2.2442599999999997;-45.29;0;0;0;0;0;0;0;0;0;4;4
1138;1138;1138;4310603.0;431060;Itaqui;RS;43;0.0;-29.1311;-56.5515;0;0;0;0;0;0;0;0;0;4;4
316;316;316;2601607.0;260160;Belém do São Francisco;PE;26;0.0;-8.75046;-38.9623;0;0;0;0;0;0;0;0;0;4;4
683;683;683;3301306.0;330130;Casimiro de Abreu;RJ;33;0.0;-22.4812;-42.2066;0;0;0;0;0;0;0;0;0;4;4
365;365;365;2802908.0;280290;Itabaiana;SE;28;0.0;-10.6826;-37.4273;0;0;0;0;0;0;0;0;0;4;4
1345;1345;1345;5220603.0;522060;Silvânia;GO;52;0.0;-16.66;-48.6083;0;0;0;0;0;0;0;0;0;4;4
968;968;968;4119301.0;411930;Pinhão;PR;41;0.0;-25.6944;-51.6536;0;0;0;0;0;0;0;0;0;4;4
9;9;9;1100288.0;110028;Rolim de Moura;RO;11;0.0;-11.7271;-61.7714;0;0;0;0;0;0;0;0;0;4;4
56;56;56;1500107.0;150010;Abaetetuba;PA;15;0.0;-1.72183;-48.8788;0;0;0;0;0;0;0;0;0;4;4
795;795;795;3523206.0;352320;Itararé;SP;35;0.0;-24.1085;-49.3352;0;0;0;0;0;0;0;0;0;4;4
176;176;176;2105401.0;210540;Itapecuru Mirim;MA;21;0.0;-3.40202;-44.3508;0;0;0;0;0;0;0;0;0;4;4
325;325;325;2605707.0;260570;Floresta;PE;26;0.0;-8.603069999999999;-38.5687;0;0;0;0;0;0;0;0;0;4;4
78;78;78;1502707.0;150270;Conceição do Araguaia;PA;15;0.0;-8.26136;-49.2689;0;0;0;0;0;0;0;0;0;4;4
691;691;691;3302502.0;330250;Magé;RJ;33;0.0;-22.6632;-43.0315;0;0;0;0;0;0;0;0;0;4;4
238;238;238;2303303.0;230330;Cariús;CE;23;0.0;-6.52428;-39.4916;0;0;0;0;0;0;0;0;0;3;3
239;239;239;2303709.0;230370;Caucaia;CE;23;0.0;-3.7279699999999996;-38.6619;0;0;0;0;0;0;0;0;0;3;3
91;91;91;1504307.0;150430;Maracanã;PA;15;0.0;-0.778899;-47.452;0;0;0;0;0;0;0;0;0;3;3
58;58;58;1500404.0;150040;Alenquer;PA;15;0.0;-1.94623;-54.7384;0;0;0;0;0;0;0;0;0;3;3
1150;1150;1150;4313508.0;431350;Osório;RS;43;0.0;-29.8881;-50.2667;0;0;0;0;0;0;0;0;0;3;3
221;221;221;2207801.0;220780;Paulistana;PI;22;0.0;-8.134360000000001;-41.1431;0;0;0;0;0;0;0;0;0;3;3
1160;1160;1160;4314605.0;431460;Piratini;RS;43;0.0;-31.4473;-53.0973;0;0;0;0;0;0;0;0;0;3;3
947;947;947;4114609.0;411460;Marechal Cândido Rondon;PR;41;0.0;-24.557;-54.0571;0;0;0;0;0;0;0;0;0;3;3
1071;1071;1071;4216503.0;421650;São Joaquim;SC;42;0.0;-28.2887;-49.9457;0;0;0;0;0;0;0;0;0;3;3
629;629;629;3169703.0;316970;Turmalina;MG;31;0.0;-17.2828;-42.7285;0;0;0;0;0;0;0;0;0;3;3
858;858;858;3547304.0;354730;Santana de Parnaíba;SP;35;0.0;-23.4439;-46.9178;0;0;0;0;0;0;0;0;0;3;3
1069;1069;1069;4216008.0;421600;São Carlos;SC;42;0.0;-27.0798;-53.0037;0;0;0;0;0;0;0;0;0;3;3
125;125;125;1507953.0;150795;Tailândia;PA;15;0.0;-2.94584;-48.9489;0;0;0;0;0;0;0;0;0;3;3
694;694;694;3302908.0;330290;Miguel Pereira;RJ;33;0.0;-22.4572;-43.4803;0;0;0;0;0;0;0;0;0;3;3
129;129;129;1508126.0;150812;Ulianópolis;PA;15;0.0;-3.7500699999999996;-47.4892;0;0;0;0;0;0;0;0;0;3;3
432;432;432;2917607.0;291760;Jaguaquara;BA;29;0.0;-13.5248;-39.964;0;0;0;0;0;0;0;0;0;3;3
1033;1033;1033;4207908.0;420790;Irineópolis;SC;42;0.0;-26.241999999999997;-50.7957;0;0;0;0;0;0;0;0;0;3;3
151;151;151;2100055.0;210005;Açailândia;MA;21;0.0;-4.94714;-47.5004;0;0;0;0;0;0;0;0;0;3;3
172;172;172;2104057.0;210405;Estreito;MA;21;0.0;-6.56077;-47.4431;0;0;0;0;0;0;0;0;0;3;3
451;451;451;2923001.0;292300;Nova Viçosa;BA;29;0.0;-17.8926;-39.3743;0;0;0;0;0;0;0;0;0;3;3
495;495;495;3101706.0;310170;Almenara;MG;31;0.0;-16.1785;-40.6942;0;0;0;0;0;0;0;0;0;3;3
168;168;168;2103307.0;210330;Codó;MA;21;0.0;-4.45562;-43.8924;0;0;0;0;0;0;0;0;0;3;3
44;44;44;1304203.0;130420;Tefé;AM;13;0.0;-3.3682199999999995;-64.7193;0;0;0;0;0;0;0;0;0;3;3
43;43;43;1304062.0;130406;Tabatinga;AM;13;0.0;-4.2416;-69.9383;0;0;0;0;0;0;0;0;0;3;3
1319;1319;1319;5212204.0;521220;Jussara;GO;52;0.0;-15.8659;-50.8668;0;0;0;0;0;0;0;0;0;3;3
321;321;321;2604007.0;260400;Carpina;PE;26;0.0;-7.8456600000000005;-35.2514;0;0;0;0;0;0;0;0;0;3;3
1242;1242;1242;5101704.0;510170;Barra do Bugres;MT;51;0.0;-15.0702;-57.1878;0;0;0;0;0;0;0;0;0;3;3
377;377;377;2902708.0;290270;Barra;BA;29;0.0;-11.0859;-43.1459;0;0;0;0;0;0;0;0;0;3;3
301;301;301;2509206.0;250920;Massaranduba;PB;25;0.0;-7.18995;-35.7848;1;0;0;0;0;0;1;0;0;1;3
323;323;323;2605103.0;260510;Custódia;PE;26;0.0;-8.085460000000001;-37.6443;0;0;0;0;0;0;0;0;0;3;3
577;577;577;3141801.0;314180;Minas Novas;MG;31;0.0;-17.2156;-42.5884;0;0;0;0;0;0;0;0;0;3;3
266;266;266;2312205.0;231220;Santa Quitéria;CE;23;0.0;-4.32608;-40.1523;0;0;0;0;0;0;0;0;0;3;3
552;552;552;3132503.0;313250;Itamarandiba;MG;31;0.0;-17.8552;-42.8561;0;0;0;0;0;0;0;0;0;3;3
1236;1236;1236;5007554.0;500755;Santa Rita do Pardo;MS;50;0.0;-21.3016;-52.8333;0;0;0;0;0;0;0;0;0;3;3
1232;1232;1232;5006309.0;500630;Paranaíba;MS;50;0.0;-19.6746;-51.1909;0;0;0;0;0;0;0;0;0;3;3
1303;1303;1303;5208004.0;520800;Formosa;GO;52;0.0;-15.54;-47.336999999999996;0;0;0;0;0;0;0;0;0;3;3
25;25;25;1301209.0;130120;Coari;AM;13;0.0;-4.094119999999998;-63.1441;0;0;0;0;0;0;0;0;0;3;3
179;179;179;2106102.0;210610;Loreto;MA;21;0.0;-7.0811100000000025;-45.1451;0;0;0;0;0;0;0;0;0;2;2
240;240;240;2303907.0;230390;Chaval;CE;23;0.0;-3.03571;-41.2435;0;0;0;0;0;0;0;0;0;2;2
929;929;929;4110508.0;411050;Ipiranga;PR;41;0.0;-25.0238;-50.5794;0;0;0;0;0;0;0;0;0;2;2
181;181;181;2106904.0;210690;Monção;MA;21;0.0;-3.48125;-45.2496;0;0;0;0;0;0;0;0;0;2;2
785;785;785;3521804.0;352180;Itaí;SP;35;0.0;-23.4213;-49.092;0;0;0;0;0;0;0;0;0;2;2
182;182;182;2107001.0;210700;Montes Altos;MA;21;0.0;-5.83067;-47.0673;0;0;0;0;0;0;0;0;0;2;2
312;312;312;2516508.0;251650;Taperoá;PB;25;0.0;-7.206289999999999;-36.8245;0;0;0;0;0;0;0;0;0;2;2
936;936;936;4112108.0;411210;Jandaia do Sul;PR;41;0.0;-23.6011;-51.6448;0;0;0;0;0;0;0;0;0;2;2
783;783;783;3520400.0;352040;Ilhabela;SP;35;0.0;-23.7785;-45.3552;0;0;0;0;0;0;0;0;0;2;2
940;940;940;4113502.0;411350;Loanda;PR;41;0.0;-22.9232;-53.1362;0;0;0;0;0;0;0;0;0;2;2
